scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
4321,RAMA,Comercio al por mayor de productos textiles y calzado,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 432 ('Comercio al por mayor de productos textiles y calzado'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 432 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4331,RAMA,Comercio al por mayor de productos farmacéuticos,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4332,RAMA,"Comercio al por mayor de artículos de perfumería, cosméticos y joyería",431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4333,RAMA,"Comercio al por mayor de grabaciones de audio y video en medios físicos, juguetes y artículos deportivos",431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4334,RAMA,"Comercio al por mayor de artículos de papelería, libros, revistas y periódicos",431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4335,RAMA,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 433 ('Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 433 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4341,RAMA,Comercio al por mayor de materias primas agropecuarias y forestales,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4342,RAMA,Comercio al por mayor de materias primas para la industria,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4343,RAMA,Comercio al por mayor de materiales de desecho,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 434 ('Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 434 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4351,RAMA,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca",431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
4352,RAMA,Comercio al por mayor de maquinaria y equipo para la industria,431,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 435 ('Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general'), asignado al sector SERIO 'Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO, siguiendo el tratamiento estándar de las matrices insumo-producto y del Sistema de Cuentas Nacionales de México, modela el comercio al por mayor (sector SCIAN 43 completo) como un único sector de margen comercial, sin desagregar por tipo de mercancía comerciada. El subsector 435 queda económicamente contenido en su totalidad dentro de esa actividad de margen, por lo que se asigna al sector SERIO representativo '431' con criterio de agregación metodológica explícita (no ambigüedad de contenido, solo de nivel de agregación).",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
