"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"rama","4663","Comercio al por menor de artículos para la decoración de interiores","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 466 ('Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 466 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4664","Comercio al por menor de artículos usados","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 466 ('Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 466 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4671","Comercio al por menor de artículos de ferretería, tlapalería y vidrios","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 467 ('Comercio al por menor de artículos de ferretería, tlapalería y vidrios'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 467 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4681","Comercio al por menor de automóviles y camionetas","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 468 ('Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 468 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4682","Comercio al por menor de partes y refacciones para automóviles, camionetas y camiones","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 468 ('Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 468 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4683","Comercio al por menor de motocicletas y otros vehículos de motor","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 468 ('Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 468 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4684","Comercio al por menor de combustibles, aceites y grasas lubricantes","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 468 ('Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 468 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4691","Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares","Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 469 ('Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares'), asignado al sector SERIO 'Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco'. Fundamento del subsector padre: El modelo SERIO modela el comercio al por menor (sector SCIAN 46 completo) como un único sector de margen comercial, siguiendo el mismo criterio metodológico aplicado al comercio al por mayor. El subsector 469 queda contenido íntegramente en dicha actividad de margen y se asigna al sector SERIO representativo '461'."
"rama","4811","Transporte aéreo regular","Transporte aéreo","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 481 ('Transporte aéreo'), asignado al sector SERIO 'Transporte aéreo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 481 ('Transporte aéreo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte aéreo'). No requiere inferencia económica adicional."
"rama","4812","Transporte aéreo no regular","Transporte aéreo","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 481 ('Transporte aéreo'), asignado al sector SERIO 'Transporte aéreo'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 481 ('Transporte aéreo') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte aéreo'). No requiere inferencia económica adicional."
"rama","4821","Transporte por ferrocarril","Transporte por ferrocarril","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 482 ('Transporte por ferrocarril'), asignado al sector SERIO 'Transporte por ferrocarril'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 482 ('Transporte por ferrocarril') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por ferrocarril'). No requiere inferencia económica adicional."
"rama","4831","Transporte marítimo","Transporte por agua","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 483 ('Transporte por agua'), asignado al sector SERIO 'Transporte por agua'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 483 ('Transporte por agua') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por agua'). No requiere inferencia económica adicional."
"rama","4832","Transporte por aguas interiores","Transporte por agua","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 483 ('Transporte por agua'), asignado al sector SERIO 'Transporte por agua'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 483 ('Transporte por agua') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte por agua'). No requiere inferencia económica adicional."
"rama","4841","Autotransporte de carga general","Autotransporte de carga","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 484 ('Autotransporte de carga'), asignado al sector SERIO 'Autotransporte de carga'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 484 ('Autotransporte de carga') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Autotransporte de carga'). No requiere inferencia económica adicional."
"rama","4842","Autotransporte de carga especializado","Autotransporte de carga","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 484 ('Autotransporte de carga'), asignado al sector SERIO 'Autotransporte de carga'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 484 ('Autotransporte de carga') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Autotransporte de carga'). No requiere inferencia económica adicional."
"rama","4851","Transporte colectivo urbano y suburbano de pasajeros de ruta fija","Transporte terrestre de pasajeros, excepto por ferrocarril","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 485 ('Transporte terrestre de pasajeros, excepto por ferrocarril'), asignado al sector SERIO 'Transporte terrestre de pasajeros, excepto por ferrocarril'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 485 ('Transporte terrestre de pasajeros, excepto por ferrocarril') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte terrestre de pasajeros, excepto por ferrocarril'). No requiere inferencia económica adicional."
"rama","4852","Transporte colectivo foráneo de pasajeros de ruta fija","Transporte terrestre de pasajeros, excepto por ferrocarril","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 485 ('Transporte terrestre de pasajeros, excepto por ferrocarril'), asignado al sector SERIO 'Transporte terrestre de pasajeros, excepto por ferrocarril'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 485 ('Transporte terrestre de pasajeros, excepto por ferrocarril') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Transporte terrestre de pasajeros, excepto por ferrocarril'). No requiere inferencia económica adicional."
